Data,Hora,T1(C),H1(%),T2(C),H2(%),T3(C),H3(%),Solo_Bruto,Solo(%)
2026/07/18,02:00:00,17.61,57.78,20.16,93.0,19.32,66.47,1014.63,0.29
2026/07/18,02:20:00,17.34,58.63,20.1,93.0,18.97,68.49,1014.24,0.34
2026/07/18,02:40:00,17.22,58.75,19.92,93.0,18.87,68.74,1014.38,0.34
2026/07/18,03:00:00,16.74,61.18,19.74,93.0,18.57,69.84,1014.54,0.32
2026/07/18,03:20:00,16.51,62.6,19.65,93.0,18.41,70.72,1014.92,0.23
2026/07/18,03:40:00,16.61,62.1,19.54,93.0,18.39,70.85,1014.62,0.3
2026/07/18,04:00:00,15.67,65.5,19.61,93.0,18.12,72.31,1014.49,0.31
2026/07/18,04:20:00,15.08,68.16,19.61,93.0,17.8,73.03,1014.47,0.34
2026/07/18,04:40:00,14.8,69.81,19.68,93.0,17.59,74.55,1014.85,0.28
2026/07/18,05:00:00,14.04,73.63,19.71,93.0,17.18,75.8,1014.7,0.31
2026/07/18,05:20:00,12.72,79.13,19.73,93.0,16.3,77.34,1015.62,0.21
2026/07/18,05:40:00,12.45,82.65,19.41,93.0,15.88,78.57,1014.48,0.34
2026/07/18,06:00:00,13.0,83.08,19.26,93.0,16.03,79.24,1014.57,0.32
2026/07/18,06:20:00,12.98,82.62,19.2,93.0,16.16,79.61,1014.67,0.32
2026/07/18,06:40:00,12.97,84.64,19.07,93.0,16.02,80.54,1015.0,0.27
2026/07/18,07:00:00,14.36,80.51,18.84,93.0,16.66,81.1,1015.39,0.25
2026/07/18,07:20:00,17.35,66.64,18.87,93.0,17.99,77.46,1015.34,0.23
2026/07/18,07:40:00,19.1,59.17,18.94,93.0,18.9,72.27,1015.24,0.23
2026/07/18,08:00:00,21.81,51.22,19.07,93.0,20.03,69.45,1015.18,0.24
2026/07/18,08:20:00,24.17,45.15,19.35,93.0,21.09,66.72,1015.22,0.23
2026/07/18,08:40:00,26.89,39.51,19.47,93.0,22.29,64.38,1015.23,0.22
