Data,Hora,T1(C),H1(%),T2(C),H2(%),T3(C),H3(%),Solo_Bruto,Solo(%)
2026/07/21,20:40:00,15.94,81.4,23.85,95.0,17.85,77.46,1010.84,0.78
2026/07/21,21:00:00,15.49,82.87,23.9,95.0,17.5,78.2,1010.19,0.89
2026/07/21,21:20:00,15.17,84.62,23.94,95.0,17.19,78.88,1009.56,0.95
2026/07/21,21:40:00,14.81,85.6,23.93,95.0,16.87,79.35,1009.21,0.98
2026/07/21,22:00:00,14.59,86.57,23.93,95.0,16.54,79.97,1009.02,0.99
2026/07/21,22:20:00,14.51,87.48,23.94,95.0,16.38,80.28,1008.86,1.0
2026/07/21,22:40:00,14.18,88.65,23.93,95.0,16.1,80.52,1008.76,1.0
2026/07/21,23:00:00,14.0,89.94,23.91,95.0,15.85,81.45,1008.67,1.0
2026/07/21,23:20:00,13.85,89.89,23.89,95.0,15.72,81.42,1008.67,1.0
2026/07/21,23:40:00,13.69,90.72,23.86,95.0,15.55,81.55,1008.8,1.0
2026/07/22,00:00:00,13.53,90.99,23.82,95.0,15.35,81.59,1008.82,0.99
2026/07/22,00:20:00,13.3,90.94,23.76,95.0,15.12,81.64,1008.92,1.0
2026/07/22,00:40:00,13.06,90.99,23.68,95.0,14.92,82.07,1008.65,1.0
2026/07/22,01:00:00,12.99,90.83,23.59,95.0,14.8,82.08,1008.92,1.0
2026/07/22,01:20:00,12.84,90.15,23.52,95.0,14.69,82.27,1009.25,0.98
2026/07/22,01:40:00,12.75,90.02,23.38,95.0,14.59,82.17,1009.25,0.99
2026/07/22,02:00:00,12.48,90.0,23.25,95.0,14.3,82.96,1009.31,0.98
2026/07/22,02:20:00,12.29,90.0,23.2,95.0,14.17,82.9,1009.37,0.97
2026/07/22,02:40:00,12.04,89.87,23.17,95.0,13.99,82.95,1009.18,0.98
2026/07/22,03:00:00,11.98,89.74,23.13,95.0,13.88,82.89,1009.33,0.95
2026/07/22,03:20:00,11.84,89.29,23.1,95.0,13.76,82.86,1009.73,0.9
2026/07/22,03:40:00,11.66,89.0,23.04,95.0,13.62,82.85,1008.51,1.0
2026/07/22,04:00:00,11.54,89.0,22.92,95.0,13.44,82.88,1008.74,1.0
2026/07/22,04:20:00,11.34,89.0,22.76,95.0,13.32,83.09,1007.38,1.0
2026/07/22,04:40:00,11.28,89.0,22.64,95.0,13.21,83.15,1007.79,1.0
2026/07/22,05:00:00,11.21,89.0,22.59,95.0,13.1,83.29,1007.54,1.0
2026/07/22,05:20:00,11.12,88.98,22.56,95.0,13.03,83.63,1007.68,1.0
2026/07/22,05:40:00,11.01,88.67,22.55,95.0,12.94,83.54,1007.8,1.0
2026/07/22,06:00:00,10.92,88.43,22.48,95.0,12.81,83.83,1007.24,1.0
2026/07/22,06:20:00,10.84,88.2,22.4,95.0,12.68,84.08,1007.38,1.0
2026/07/22,06:40:00,10.96,88.64,22.3,95.0,12.74,83.71,1006.77,1.0
2026/07/22,07:00:00,11.11,88.95,22.19,95.0,12.78,83.76,1006.32,1.0
2026/07/22,07:20:00,11.78,89.29,22.13,95.0,13.17,85.13,1006.3,1.0
2026/07/22,07:40:00,12.66,90.21,22.13,95.0,13.89,86.47,1006.42,1.0
2026/07/22,08:00:00,13.71,91.0,22.09,94.99,14.73,87.24,1006.44,1.0
2026/07/22,08:20:00,14.93,91.0,22.03,94.94,15.7,88.36,1007.05,1.0
2026/07/22,08:40:00,16.38,90.91,21.95,94.76,16.84,88.54,1005.98,1.0
2026/07/22,09:00:00,17.8,88.18,21.79,94.15,17.94,88.56,1005.78,1.01
