Data,Hora,T1(C),H1(%),T2(C),H2(%),T3(C),H3(%),Solo_Bruto,Solo(%)
2026/07/16,18:00:00,23.22,41.63,28.42,95.0,25.05,49.63,1021.11,0.0
2026/07/16,18:20:00,21.24,47.19,28.74,95.0,23.05,54.6,1021.1,0.0
2026/07/16,18:40:00,20.79,49.46,28.86,95.0,22.21,58.06,1021.08,0.0
2026/07/16,19:00:00,19.52,53.19,29.01,95.0,21.28,60.26,1021.07,0.0
2026/07/16,19:20:00,20.3,50.18,28.99,95.0,21.14,61.45,1021.07,0.0
2026/07/16,19:40:00,19.85,51.32,28.98,95.0,20.84,62.13,1021.12,0.0
2026/07/16,20:00:00,19.91,50.67,28.82,95.0,20.67,62.38,1021.06,0.0
2026/07/16,20:20:00,20.24,49.04,28.59,95.0,20.74,62.15,1020.98,0.0
2026/07/16,20:40:00,20.01,49.8,28.44,95.0,20.4,62.39,1020.93,0.0
2026/07/16,21:00:00,21.07,46.81,28.27,95.0,20.91,60.1,1020.99,0.0
2026/07/16,21:20:00,20.7,47.18,28.14,95.0,21.06,59.34,1021.01,0.0
2026/07/16,21:40:00,20.9,46.17,27.96,95.0,21.05,58.07,1020.92,0.0
2026/07/16,22:00:00,20.9,45.31,27.58,95.0,21.12,56.55,1020.95,0.0
2026/07/16,22:20:00,20.26,46.44,27.37,95.0,20.77,57.24,1020.92,0.0
2026/07/16,22:40:00,18.92,51.08,27.25,95.0,19.81,60.21,1020.92,0.0
2026/07/16,23:00:00,19.02,49.67,27.19,95.0,19.52,59.99,1020.9,0.0
2026/07/16,23:20:00,18.77,49.72,27.11,95.0,19.19,60.27,1020.85,0.0
2026/07/16,23:40:00,18.88,49.06,26.97,95.0,19.33,58.7,1020.76,0.0
2026/07/17,00:00:00,17.56,53.75,26.8,95.0,18.35,62.26,1020.69,0.0
2026/07/17,00:20:00,17.31,55.18,26.55,95.0,17.9,64.64,1020.58,0.0
2026/07/17,00:40:00,16.0,59.74,26.36,95.0,17.16,67.18,1020.48,0.0
2026/07/17,01:00:00,15.87,60.01,26.24,95.0,16.8,68.95,1020.35,0.0
2026/07/17,01:20:00,15.34,60.98,26.16,95.0,16.44,69.06,1020.33,0.0
2026/07/17,01:40:00,14.08,66.97,26.01,95.0,15.64,70.71,1020.23,0.0
2026/07/17,02:00:00,13.58,68.97,25.77,95.0,15.23,71.64,1020.13,0.0
2026/07/17,02:20:00,13.51,69.07,25.58,95.0,14.88,73.03,1019.98,0.0
2026/07/17,02:40:00,12.11,75.33,25.49,95.0,14.3,74.12,1019.9,0.0
2026/07/17,03:00:00,13.06,72.64,25.46,95.0,14.17,76.1,1019.77,0.0
2026/07/17,03:20:00,15.96,57.21,25.37,95.0,15.75,70.01,1019.73,0.0
2026/07/17,03:40:00,15.14,60.02,25.19,95.0,15.64,69.55,1019.75,0.0
2026/07/17,04:00:00,15.66,58.85,24.96,95.0,15.91,69.32,1019.7,0.0
2026/07/17,04:20:00,15.44,59.42,24.8,95.0,16.0,67.99,1019.55,0.0
2026/07/17,04:40:00,15.81,58.96,24.66,95.0,16.3,67.2,1019.54,0.0
2026/07/17,05:00:00,15.27,61.45,24.56,95.0,16.08,69.0,1019.56,0.0
2026/07/17,05:20:00,14.6,65.23,24.5,95.0,15.67,70.35,1019.6,0.0
2026/07/17,05:40:00,14.78,65.56,24.42,95.0,15.76,71.53,1019.52,0.0
2026/07/17,06:00:00,14.6,67.82,24.3,95.0,15.58,73.39,1019.56,0.0
2026/07/17,06:20:00,14.05,73.45,24.15,95.0,15.17,76.46,1019.45,0.0
2026/07/17,06:40:00,14.81,71.85,24.0,95.0,15.62,77.73,1019.42,0.0
2026/07/17,07:00:00,16.72,65.77,23.83,95.0,16.7,75.8,1019.45,0.0
2026/07/17,07:20:00,19.69,55.89,23.68,95.0,18.02,72.41,1019.51,0.0
2026/07/17,07:40:00,23.26,45.27,23.49,95.0,19.8,67.26,1019.55,0.0
2026/07/17,08:00:00,25.54,38.83,23.37,95.0,21.32,62.31,1019.6,0.0
2026/07/17,08:20:00,28.15,33.55,23.28,95.0,23.34,57.02,1019.57,0.0
2026/07/17,08:40:00,30.3,29.53,23.24,95.0,26.39,49.99,1019.63,0.0
2026/07/17,09:00:00,32.26,26.59,23.24,95.0,28.41,45.84,1019.61,0.0
